"Leeftijd","Aanwezig","Datum","Type"
"75 - 79",218,"2020-12-09","Klinisch"
"80 - 84",217,"2020-12-09","Klinisch"
"85 - 89",156,"2020-12-09","Klinisch"
">90",62,"2020-12-09","Klinisch"
"<20",39,"2020-12-10","Klinisch"
"20 - 24",10,"2020-12-10","Klinisch"
"25 - 29",7,"2020-12-10","Klinisch"
"30 - 34",14,"2020-12-10","Klinisch"
"35 - 39",21,"2020-12-10","Klinisch"
"40 - 44",26,"2020-12-10","Klinisch"
"45 - 49",56,"2020-12-10","Klinisch"
"50 - 54",81,"2020-12-10","Klinisch"
"55 - 59",104,"2020-12-10","Klinisch"
"60 - 64",132,"2020-12-10","Klinisch"
"65 - 69",169,"2020-12-10","Klinisch"
"70 - 74",195,"2020-12-10","Klinisch"
"75 - 79",208,"2020-12-10","Klinisch"
"80 - 84",220,"2020-12-10","Klinisch"
"85 - 89",161,"2020-12-10","Klinisch"
">90",61,"2020-12-10","Klinisch"
"<20",38,"2020-12-11","Klinisch"
"20 - 24",14,"2020-12-11","Klinisch"
"25 - 29",10,"2020-12-11","Klinisch"
"30 - 34",15,"2020-12-11","Klinisch"
"35 - 39",16,"2020-12-11","Klinisch"
"40 - 44",31,"2020-12-11","Klinisch"
"45 - 49",47,"2020-12-11","Klinisch"
"50 - 54",92,"2020-12-11","Klinisch"
"55 - 59",109,"2020-12-11","Klinisch"
"60 - 64",136,"2020-12-11","Klinisch"
"65 - 69",167,"2020-12-11","Klinisch"
"70 - 74",204,"2020-12-11","Klinisch"
"75 - 79",230,"2020-12-11","Klinisch"
"80 - 84",217,"2020-12-11","Klinisch"
"85 - 89",154,"2020-12-11","Klinisch"
">90",53,"2020-12-11","Klinisch"
"<20",34,"2020-12-12","Klinisch"
"20 - 24",17,"2020-12-12","Klinisch"
"25 - 29",13,"2020-12-12","Klinisch"
"30 - 34",17,"2020-12-12","Klinisch"
"35 - 39",19,"2020-12-12","Klinisch"
"40 - 44",28,"2020-12-12","Klinisch"
"45 - 49",52,"2020-12-12","Klinisch"
"50 - 54",96,"2020-12-12","Klinisch"
"55 - 59",105,"2020-12-12","Klinisch"
"60 - 64",139,"2020-12-12","Klinisch"
"65 - 69",170,"2020-12-12","Klinisch"
"70 - 74",224,"2020-12-12","Klinisch"
"75 - 79",236,"2020-12-12","Klinisch"
"80 - 84",223,"2020-12-12","Klinisch"
"85 - 89",161,"2020-12-12","Klinisch"
">90",57,"2020-12-12","Klinisch"
"<20",35,"2020-12-13","Klinisch"
"20 - 24",13,"2020-12-13","Klinisch"
"25 - 29",10,"2020-12-13","Klinisch"
"30 - 34",19,"2020-12-13","Klinisch"
"35 - 39",20,"2020-12-13","Klinisch"
"40 - 44",32,"2020-12-13","Klinisch"
"45 - 49",48,"2020-12-13","Klinisch"
"50 - 54",98,"2020-12-13","Klinisch"
"55 - 59",111,"2020-12-13","Klinisch"
"60 - 64",137,"2020-12-13","Klinisch"
"65 - 69",173,"2020-12-13","Klinisch"
"70 - 74",230,"2020-12-13","Klinisch"
"75 - 79",235,"2020-12-13","Klinisch"
"80 - 84",221,"2020-12-13","Klinisch"
"85 - 89",157,"2020-12-13","Klinisch"
">90",57,"2020-12-13","Klinisch"
"<20",36,"2020-12-14","Klinisch"
"20 - 24",13,"2020-12-14","Klinisch"
"25 - 29",11,"2020-12-14","Klinisch"
"30 - 34",18,"2020-12-14","Klinisch"
"35 - 39",20,"2020-12-14","Klinisch"
"40 - 44",37,"2020-12-14","Klinisch"
"45 - 49",55,"2020-12-14","Klinisch"
"50 - 54",107,"2020-12-14","Klinisch"
"55 - 59",119,"2020-12-14","Klinisch"
"60 - 64",147,"2020-12-14","Klinisch"
"65 - 69",188,"2020-12-14","Klinisch"
"70 - 74",239,"2020-12-14","Klinisch"
"75 - 79",259,"2020-12-14","Klinisch"
"80 - 84",242,"2020-12-14","Klinisch"
"85 - 89",172,"2020-12-14","Klinisch"
">90",70,"2020-12-14","Klinisch"
"<20",41,"2020-12-15","Klinisch"
"20 - 24",13,"2020-12-15","Klinisch"
"25 - 29",13,"2020-12-15","Klinisch"
"30 - 34",18,"2020-12-15","Klinisch"
"35 - 39",20,"2020-12-15","Klinisch"
"40 - 44",38,"2020-12-15","Klinisch"
"45 - 49",55,"2020-12-15","Klinisch"
"50 - 54",113,"2020-12-15","Klinisch"
"55 - 59",113,"2020-12-15","Klinisch"
"60 - 64",156,"2020-12-15","Klinisch"
"65 - 69",196,"2020-12-15","Klinisch"
"70 - 74",241,"2020-12-15","Klinisch"
"75 - 79",274,"2020-12-15","Klinisch"
"80 - 84",272,"2020-12-15","Klinisch"
"85 - 89",169,"2020-12-15","Klinisch"
">90",79,"2020-12-15","Klinisch"
"<20",41,"2020-12-16","Klinisch"
"20 - 24",13,"2020-12-16","Klinisch"
"25 - 29",14,"2020-12-16","Klinisch"
"30 - 34",17,"2020-12-16","Klinisch"
"35 - 39",24,"2020-12-16","Klinisch"
"40 - 44",34,"2020-12-16","Klinisch"
"45 - 49",58,"2020-12-16","Klinisch"
"50 - 54",120,"2020-12-16","Klinisch"
"55 - 59",106,"2020-12-16","Klinisch"
"60 - 64",155,"2020-12-16","Klinisch"
"65 - 69",193,"2020-12-16","Klinisch"
"70 - 74",261,"2020-12-16","Klinisch"
"75 - 79",292,"2020-12-16","Klinisch"
"80 - 84",290,"2020-12-16","Klinisch"
"85 - 89",165,"2020-12-16","Klinisch"
">90",79,"2020-12-16","Klinisch"
"<20",41,"2020-12-17","Klinisch"
"20 - 24",12,"2020-12-17","Klinisch"
"25 - 29",13,"2020-12-17","Klinisch"
"30 - 34",17,"2020-12-17","Klinisch"
"35 - 39",22,"2020-12-17","Klinisch"
"40 - 44",30,"2020-12-17","Klinisch"
"45 - 49",52,"2020-12-17","Klinisch"
"50 - 54",127,"2020-12-17","Klinisch"
"55 - 59",110,"2020-12-17","Klinisch"
"60 - 64",149,"2020-12-17","Klinisch"
"65 - 69",186,"2020-12-17","Klinisch"
"70 - 74",259,"2020-12-17","Klinisch"
"75 - 79",309,"2020-12-17","Klinisch"
"80 - 84",266,"2020-12-17","Klinisch"
"85 - 89",165,"2020-12-17","Klinisch"
">90",76,"2020-12-17","Klinisch"
"<20",43,"2020-12-18","Klinisch"
"20 - 24",12,"2020-12-18","Klinisch"
"25 - 29",13,"2020-12-18","Klinisch"
"30 - 34",22,"2020-12-18","Klinisch"
"35 - 39",20,"2020-12-18","Klinisch"
"40 - 44",40,"2020-12-18","Klinisch"
"45 - 49",54,"2020-12-18","Klinisch"
"50 - 54",124,"2020-12-18","Klinisch"
"55 - 59",127,"2020-12-18","Klinisch"
"60 - 64",162,"2020-12-18","Klinisch"
"65 - 69",201,"2020-12-18","Klinisch"
"70 - 74",268,"2020-12-18","Klinisch"
"75 - 79",315,"2020-12-18","Klinisch"
"80 - 84",273,"2020-12-18","Klinisch"
"85 - 89",176,"2020-12-18","Klinisch"
">90",74,"2020-12-18","Klinisch"
"<20",39,"2020-12-19","Klinisch"
"20 - 24",11,"2020-12-19","Klinisch"
"25 - 29",12,"2020-12-19","Klinisch"
"30 - 34",21,"2020-12-19","Klinisch"
"35 - 39",22,"2020-12-19","Klinisch"
"40 - 44",39,"2020-12-19","Klinisch"
"45 - 49",55,"2020-12-19","Klinisch"
"50 - 54",121,"2020-12-19","Klinisch"
"55 - 59",128,"2020-12-19","Klinisch"
"60 - 64",161,"2020-12-19","Klinisch"
"65 - 69",206,"2020-12-19","Klinisch"
"70 - 74",270,"2020-12-19","Klinisch"
"75 - 79",312,"2020-12-19","Klinisch"
"80 - 84",274,"2020-12-19","Klinisch"
"85 - 89",175,"2020-12-19","Klinisch"
">90",75,"2020-12-19","Klinisch"
"<20",44,"2020-12-20","Klinisch"
"20 - 24",12,"2020-12-20","Klinisch"
"25 - 29",12,"2020-12-20","Klinisch"
"30 - 34",26,"2020-12-20","Klinisch"
"35 - 39",20,"2020-12-20","Klinisch"
"40 - 44",42,"2020-12-20","Klinisch"
"45 - 49",54,"2020-12-20","Klinisch"
"50 - 54",117,"2020-12-20","Klinisch"
"55 - 59",135,"2020-12-20","Klinisch"
"60 - 64",162,"2020-12-20","Klinisch"
"65 - 69",212,"2020-12-20","Klinisch"
"70 - 74",275,"2020-12-20","Klinisch"
"75 - 79",312,"2020-12-20","Klinisch"
"80 - 84",282,"2020-12-20","Klinisch"
"85 - 89",174,"2020-12-20","Klinisch"
">90",79,"2020-12-20","Klinisch"
"<20",45,"2020-12-21","Klinisch"
"20 - 24",12,"2020-12-21","Klinisch"
"25 - 29",14,"2020-12-21","Klinisch"
"30 - 34",26,"2020-12-21","Klinisch"
"35 - 39",25,"2020-12-21","Klinisch"
"40 - 44",44,"2020-12-21","Klinisch"
"45 - 49",58,"2020-12-21","Klinisch"
"50 - 54",116,"2020-12-21","Klinisch"
"55 - 59",144,"2020-12-21","Klinisch"
"60 - 64",159,"2020-12-21","Klinisch"
"65 - 69",215,"2020-12-21","Klinisch"
"70 - 74",276,"2020-12-21","Klinisch"
"75 - 79",329,"2020-12-21","Klinisch"
"80 - 84",306,"2020-12-21","Klinisch"
"85 - 89",187,"2020-12-21","Klinisch"
">90",87,"2020-12-21","Klinisch"
"<20",43,"2020-12-22","Klinisch"
"20 - 24",10,"2020-12-22","Klinisch"
"25 - 29",14,"2020-12-22","Klinisch"
"30 - 34",20,"2020-12-22","Klinisch"
"35 - 39",24,"2020-12-22","Klinisch"
"40 - 44",41,"2020-12-22","Klinisch"
"45 - 49",70,"2020-12-22","Klinisch"
"50 - 54",125,"2020-12-22","Klinisch"
"55 - 59",145,"2020-12-22","Klinisch"
"60 - 64",157,"2020-12-22","Klinisch"
"65 - 69",202,"2020-12-22","Klinisch"
"70 - 74",267,"2020-12-22","Klinisch"
"75 - 79",335,"2020-12-22","Klinisch"
"80 - 84",331,"2020-12-22","Klinisch"
"85 - 89",193,"2020-12-22","Klinisch"
">90",84,"2020-12-22","Klinisch"
"<20",48,"2020-12-23","Klinisch"
"20 - 24",12,"2020-12-23","Klinisch"
"25 - 29",13,"2020-12-23","Klinisch"
"30 - 34",15,"2020-12-23","Klinisch"
"35 - 39",25,"2020-12-23","Klinisch"
"40 - 44",43,"2020-12-23","Klinisch"
"45 - 49",65,"2020-12-23","Klinisch"
"50 - 54",132,"2020-12-23","Klinisch"
"55 - 59",160,"2020-12-23","Klinisch"
"60 - 64",166,"2020-12-23","Klinisch"
"65 - 69",200,"2020-12-23","Klinisch"
"70 - 74",283,"2020-12-23","Klinisch"
"75 - 79",354,"2020-12-23","Klinisch"
"80 - 84",345,"2020-12-23","Klinisch"
"85 - 89",183,"2020-12-23","Klinisch"
">90",76,"2020-12-23","Klinisch"
"<20",49,"2020-12-24","Klinisch"
"20 - 24",15,"2020-12-24","Klinisch"
"25 - 29",17,"2020-12-24","Klinisch"
"30 - 34",11,"2020-12-24","Klinisch"
"35 - 39",27,"2020-12-24","Klinisch"
"40 - 44",38,"2020-12-24","Klinisch"
"45 - 49",64,"2020-12-24","Klinisch"
"50 - 54",132,"2020-12-24","Klinisch"
"55 - 59",166,"2020-12-24","Klinisch"
"60 - 64",175,"2020-12-24","Klinisch"
"65 - 69",205,"2020-12-24","Klinisch"
"70 - 74",285,"2020-12-24","Klinisch"
"75 - 79",370,"2020-12-24","Klinisch"
"80 - 84",353,"2020-12-24","Klinisch"
"85 - 89",183,"2020-12-24","Klinisch"
">90",74,"2020-12-24","Klinisch"
"<20",48,"2020-12-25","Klinisch"
"20 - 24",11,"2020-12-25","Klinisch"
"25 - 29",17,"2020-12-25","Klinisch"
"30 - 34",13,"2020-12-25","Klinisch"
"35 - 39",28,"2020-12-25","Klinisch"
"40 - 44",37,"2020-12-25","Klinisch"
"45 - 49",58,"2020-12-25","Klinisch"
"50 - 54",129,"2020-12-25","Klinisch"
"55 - 59",166,"2020-12-25","Klinisch"
"60 - 64",182,"2020-12-25","Klinisch"
"65 - 69",214,"2020-12-25","Klinisch"
"70 - 74",295,"2020-12-25","Klinisch"
"75 - 79",348,"2020-12-25","Klinisch"
"80 - 84",330,"2020-12-25","Klinisch"
"85 - 89",190,"2020-12-25","Klinisch"
">90",75,"2020-12-25","Klinisch"
"<20",52,"2020-12-26","Klinisch"
"20 - 24",9,"2020-12-26","Klinisch"
"25 - 29",16,"2020-12-26","Klinisch"
"30 - 34",15,"2020-12-26","Klinisch"
"35 - 39",24,"2020-12-26","Klinisch"
"40 - 44",35,"2020-12-26","Klinisch"
"45 - 49",64,"2020-12-26","Klinisch"
"50 - 54",129,"2020-12-26","Klinisch"
"55 - 59",159,"2020-12-26","Klinisch"
"60 - 64",186,"2020-12-26","Klinisch"
"65 - 69",217,"2020-12-26","Klinisch"
"70 - 74",307,"2020-12-26","Klinisch"
"75 - 79",351,"2020-12-26","Klinisch"
"80 - 84",339,"2020-12-26","Klinisch"
"85 - 89",197,"2020-12-26","Klinisch"
">90",78,"2020-12-26","Klinisch"
"<20",48,"2020-12-27","Klinisch"
"20 - 24",10,"2020-12-27","Klinisch"
"25 - 29",16,"2020-12-27","Klinisch"
"30 - 34",17,"2020-12-27","Klinisch"
"35 - 39",24,"2020-12-27","Klinisch"
"40 - 44",34,"2020-12-27","Klinisch"
"45 - 49",67,"2020-12-27","Klinisch"
"50 - 54",129,"2020-12-27","Klinisch"
"55 - 59",154,"2020-12-27","Klinisch"
"60 - 64",187,"2020-12-27","Klinisch"
"65 - 69",214,"2020-12-27","Klinisch"
"70 - 74",313,"2020-12-27","Klinisch"
"75 - 79",366,"2020-12-27","Klinisch"
"80 - 84",339,"2020-12-27","Klinisch"
"85 - 89",202,"2020-12-27","Klinisch"
">90",86,"2020-12-27","Klinisch"
"<20",50,"2020-12-28","Klinisch"
"20 - 24",9,"2020-12-28","Klinisch"
"25 - 29",11,"2020-12-28","Klinisch"
"30 - 34",16,"2020-12-28","Klinisch"
"35 - 39",28,"2020-12-28","Klinisch"
"40 - 44",37,"2020-12-28","Klinisch"
"45 - 49",68,"2020-12-28","Klinisch"
"50 - 54",132,"2020-12-28","Klinisch"
"55 - 59",164,"2020-12-28","Klinisch"
"60 - 64",203,"2020-12-28","Klinisch"
"65 - 69",220,"2020-12-28","Klinisch"
"70 - 74",343,"2020-12-28","Klinisch"
"75 - 79",395,"2020-12-28","Klinisch"
"80 - 84",351,"2020-12-28","Klinisch"
"85 - 89",227,"2020-12-28","Klinisch"
">90",87,"2020-12-28","Klinisch"
"<20",47,"2020-12-29","Klinisch"
"20 - 24",11,"2020-12-29","Klinisch"
"25 - 29",13,"2020-12-29","Klinisch"
"30 - 34",22,"2020-12-29","Klinisch"
"35 - 39",30,"2020-12-29","Klinisch"
"40 - 44",49,"2020-12-29","Klinisch"
"45 - 49",69,"2020-12-29","Klinisch"
"50 - 54",138,"2020-12-29","Klinisch"
"55 - 59",162,"2020-12-29","Klinisch"
"60 - 64",216,"2020-12-29","Klinisch"
"65 - 69",221,"2020-12-29","Klinisch"
"70 - 74",357,"2020-12-29","Klinisch"
"75 - 79",396,"2020-12-29","Klinisch"
"80 - 84",380,"2020-12-29","Klinisch"
"85 - 89",234,"2020-12-29","Klinisch"
">90",88,"2020-12-29","Klinisch"
"<20",51,"2020-12-30","Klinisch"
"20 - 24",13,"2020-12-30","Klinisch"
"25 - 29",14,"2020-12-30","Klinisch"
"30 - 34",19,"2020-12-30","Klinisch"
"35 - 39",34,"2020-12-30","Klinisch"
"40 - 44",46,"2020-12-30","Klinisch"
"45 - 49",74,"2020-12-30","Klinisch"
"50 - 54",131,"2020-12-30","Klinisch"
"55 - 59",163,"2020-12-30","Klinisch"
"60 - 64",210,"2020-12-30","Klinisch"
"65 - 69",223,"2020-12-30","Klinisch"
"70 - 74",347,"2020-12-30","Klinisch"
"75 - 79",381,"2020-12-30","Klinisch"
"80 - 84",386,"2020-12-30","Klinisch"
"85 - 89",226,"2020-12-30","Klinisch"
">90",90,"2020-12-30","Klinisch"
"<20",52,"2020-12-31","Klinisch"
"20 - 24",9,"2020-12-31","Klinisch"
"25 - 29",16,"2020-12-31","Klinisch"
"30 - 34",18,"2020-12-31","Klinisch"
"35 - 39",34,"2020-12-31","Klinisch"
"40 - 44",39,"2020-12-31","Klinisch"
"45 - 49",68,"2020-12-31","Klinisch"
"50 - 54",123,"2020-12-31","Klinisch"
"55 - 59",149,"2020-12-31","Klinisch"
"60 - 64",201,"2020-12-31","Klinisch"
"65 - 69",202,"2020-12-31","Klinisch"
"70 - 74",330,"2020-12-31","Klinisch"
"75 - 79",363,"2020-12-31","Klinisch"
"80 - 84",352,"2020-12-31","Klinisch"
"85 - 89",220,"2020-12-31","Klinisch"
">90",85,"2020-12-31","Klinisch"
"<20",49,"2021-01-01","Klinisch"
"20 - 24",11,"2021-01-01","Klinisch"
"25 - 29",14,"2021-01-01","Klinisch"
"30 - 34",17,"2021-01-01","Klinisch"
"35 - 39",31,"2021-01-01","Klinisch"
"40 - 44",41,"2021-01-01","Klinisch"
"45 - 49",61,"2021-01-01","Klinisch"
"50 - 54",117,"2021-01-01","Klinisch"
"55 - 59",144,"2021-01-01","Klinisch"
"60 - 64",187,"2021-01-01","Klinisch"
"65 - 69",192,"2021-01-01","Klinisch"
"70 - 74",327,"2021-01-01","Klinisch"
"75 - 79",357,"2021-01-01","Klinisch"
"80 - 84",340,"2021-01-01","Klinisch"
"85 - 89",216,"2021-01-01","Klinisch"
">90",78,"2021-01-01","Klinisch"
"<20",50,"2021-01-02","Klinisch"
"20 - 24",11,"2021-01-02","Klinisch"
"25 - 29",12,"2021-01-02","Klinisch"
"30 - 34",18,"2021-01-02","Klinisch"
"35 - 39",32,"2021-01-02","Klinisch"
"40 - 44",44,"2021-01-02","Klinisch"
"45 - 49",58,"2021-01-02","Klinisch"
"50 - 54",117,"2021-01-02","Klinisch"
"55 - 59",137,"2021-01-02","Klinisch"
"60 - 64",194,"2021-01-02","Klinisch"
"65 - 69",199,"2021-01-02","Klinisch"
"70 - 74",324,"2021-01-02","Klinisch"
"75 - 79",354,"2021-01-02","Klinisch"
"80 - 84",346,"2021-01-02","Klinisch"
"85 - 89",213,"2021-01-02","Klinisch"
">90",78,"2021-01-02","Klinisch"
"<20",52,"2021-01-03","Klinisch"
"20 - 24",14,"2021-01-03","Klinisch"
"25 - 29",11,"2021-01-03","Klinisch"
"30 - 34",22,"2021-01-03","Klinisch"
"35 - 39",29,"2021-01-03","Klinisch"
"40 - 44",38,"2021-01-03","Klinisch"
"45 - 49",60,"2021-01-03","Klinisch"
"50 - 54",116,"2021-01-03","Klinisch"
"55 - 59",143,"2021-01-03","Klinisch"
"60 - 64",194,"2021-01-03","Klinisch"
"65 - 69",198,"2021-01-03","Klinisch"
"70 - 74",338,"2021-01-03","Klinisch"
"75 - 79",348,"2021-01-03","Klinisch"
"80 - 84",361,"2021-01-03","Klinisch"
"85 - 89",208,"2021-01-03","Klinisch"
">90",79,"2021-01-03","Klinisch"
"<20",50,"2021-01-04","Klinisch"
"20 - 24",13,"2021-01-04","Klinisch"
"25 - 29",14,"2021-01-04","Klinisch"
"30 - 34",20,"2021-01-04","Klinisch"
"35 - 39",36,"2021-01-04","Klinisch"
"40 - 44",38,"2021-01-04","Klinisch"
"45 - 49",61,"2021-01-04","Klinisch"
"50 - 54",115,"2021-01-04","Klinisch"
"55 - 59",160,"2021-01-04","Klinisch"
"60 - 64",187,"2021-01-04","Klinisch"
"65 - 69",209,"2021-01-04","Klinisch"
"70 - 74",335,"2021-01-04","Klinisch"
"75 - 79",373,"2021-01-04","Klinisch"
"80 - 84",359,"2021-01-04","Klinisch"
"85 - 89",220,"2021-01-04","Klinisch"
">90",91,"2021-01-04","Klinisch"
"<20",50,"2021-01-05","Klinisch"
"20 - 24",12,"2021-01-05","Klinisch"
"25 - 29",11,"2021-01-05","Klinisch"
"30 - 34",20,"2021-01-05","Klinisch"
"35 - 39",38,"2021-01-05","Klinisch"
"40 - 44",41,"2021-01-05","Klinisch"
"45 - 49",72,"2021-01-05","Klinisch"
"50 - 54",122,"2021-01-05","Klinisch"
"55 - 59",150,"2021-01-05","Klinisch"
"60 - 64",191,"2021-01-05","Klinisch"
"65 - 69",212,"2021-01-05","Klinisch"
"70 - 74",339,"2021-01-05","Klinisch"
"75 - 79",360,"2021-01-05","Klinisch"
"80 - 84",376,"2021-01-05","Klinisch"
"85 - 89",231,"2021-01-05","Klinisch"
">90",94,"2021-01-05","Klinisch"
"<20",51,"2021-01-06","Klinisch"
"20 - 24",12,"2021-01-06","Klinisch"
"25 - 29",14,"2021-01-06","Klinisch"
"30 - 34",19,"2021-01-06","Klinisch"
"35 - 39",41,"2021-01-06","Klinisch"
"40 - 44",40,"2021-01-06","Klinisch"
"45 - 49",73,"2021-01-06","Klinisch"
"50 - 54",119,"2021-01-06","Klinisch"
"55 - 59",148,"2021-01-06","Klinisch"
"60 - 64",180,"2021-01-06","Klinisch"
"65 - 69",209,"2021-01-06","Klinisch"
"70 - 74",332,"2021-01-06","Klinisch"
"75 - 79",330,"2021-01-06","Klinisch"
"80 - 84",368,"2021-01-06","Klinisch"
"85 - 89",229,"2021-01-06","Klinisch"
">90",87,"2021-01-06","Klinisch"
"<20",32,"2021-01-07","Klinisch"
"20 - 24",6,"2021-01-07","Klinisch"
"25 - 29",18,"2021-01-07","Klinisch"
"30 - 34",16,"2021-01-07","Klinisch"
"35 - 39",37,"2021-01-07","Klinisch"
"40 - 44",34,"2021-01-07","Klinisch"
"45 - 49",62,"2021-01-07","Klinisch"
"50 - 54",110,"2021-01-07","Klinisch"
"55 - 59",127,"2021-01-07","Klinisch"
"60 - 64",170,"2021-01-07","Klinisch"
"65 - 69",203,"2021-01-07","Klinisch"
"70 - 74",317,"2021-01-07","Klinisch"
"75 - 79",328,"2021-01-07","Klinisch"
"80 - 84",341,"2021-01-07","Klinisch"
"85 - 89",216,"2021-01-07","Klinisch"
">90",87,"2021-01-07","Klinisch"
"<20",28,"2021-01-08","Klinisch"
"20 - 24",6,"2021-01-08","Klinisch"
"25 - 29",14,"2021-01-08","Klinisch"
"30 - 34",17,"2021-01-08","Klinisch"
"35 - 39",34,"2021-01-08","Klinisch"
"40 - 44",32,"2021-01-08","Klinisch"
"45 - 49",50,"2021-01-08","Klinisch"
"50 - 54",102,"2021-01-08","Klinisch"
"55 - 59",136,"2021-01-08","Klinisch"
"60 - 64",165,"2021-01-08","Klinisch"
"65 - 69",197,"2021-01-08","Klinisch"
"70 - 74",293,"2021-01-08","Klinisch"
"75 - 79",324,"2021-01-08","Klinisch"
"80 - 84",323,"2021-01-08","Klinisch"
"85 - 89",200,"2021-01-08","Klinisch"
">90",81,"2021-01-08","Klinisch"
"<20",22,"2021-01-09","Klinisch"
"20 - 24",4,"2021-01-09","Klinisch"
"25 - 29",16,"2021-01-09","Klinisch"
"30 - 34",13,"2021-01-09","Klinisch"
"35 - 39",35,"2021-01-09","Klinisch"
"40 - 44",36,"2021-01-09","Klinisch"
"45 - 49",51,"2021-01-09","Klinisch"
"50 - 54",93,"2021-01-09","Klinisch"
"55 - 59",131,"2021-01-09","Klinisch"
"60 - 64",153,"2021-01-09","Klinisch"
"65 - 69",190,"2021-01-09","Klinisch"
"70 - 74",274,"2021-01-09","Klinisch"
"75 - 79",301,"2021-01-09","Klinisch"
"80 - 84",301,"2021-01-09","Klinisch"
"85 - 89",188,"2021-01-09","Klinisch"
">90",75,"2021-01-09","Klinisch"
"<20",20,"2021-01-10","Klinisch"
"20 - 24",3,"2021-01-10","Klinisch"
"25 - 29",15,"2021-01-10","Klinisch"
"30 - 34",16,"2021-01-10","Klinisch"
"35 - 39",33,"2021-01-10","Klinisch"
"40 - 44",32,"2021-01-10","Klinisch"
"45 - 49",58,"2021-01-10","Klinisch"
"50 - 54",94,"2021-01-10","Klinisch"
"55 - 59",117,"2021-01-10","Klinisch"
"60 - 64",154,"2021-01-10","Klinisch"
"65 - 69",186,"2021-01-10","Klinisch"
"70 - 74",274,"2021-01-10","Klinisch"
"75 - 79",301,"2021-01-10","Klinisch"
"80 - 84",297,"2021-01-10","Klinisch"
"85 - 89",191,"2021-01-10","Klinisch"
">90",78,"2021-01-10","Klinisch"
"<20",21,"2021-01-11","Klinisch"
"20 - 24",3,"2021-01-11","Klinisch"
"25 - 29",15,"2021-01-11","Klinisch"
"30 - 34",17,"2021-01-11","Klinisch"
"35 - 39",32,"2021-01-11","Klinisch"
"40 - 44",30,"2021-01-11","Klinisch"
"45 - 49",54,"2021-01-11","Klinisch"
"50 - 54",91,"2021-01-11","Klinisch"
"55 - 59",113,"2021-01-11","Klinisch"
"60 - 64",164,"2021-01-11","Klinisch"
"65 - 69",178,"2021-01-11","Klinisch"
"70 - 74",300,"2021-01-11","Klinisch"
"75 - 79",312,"2021-01-11","Klinisch"
"80 - 84",303,"2021-01-11","Klinisch"
"85 - 89",190,"2021-01-11","Klinisch"
">90",86,"2021-01-11","Klinisch"
"<20",23,"2021-01-12","Klinisch"
"20 - 24",6,"2021-01-12","Klinisch"
"25 - 29",17,"2021-01-12","Klinisch"
"30 - 34",20,"2021-01-12","Klinisch"
"35 - 39",31,"2021-01-12","Klinisch"
"40 - 44",29,"2021-01-12","Klinisch"
"45 - 49",55,"2021-01-12","Klinisch"
"50 - 54",90,"2021-01-12","Klinisch"
"55 - 59",123,"2021-01-12","Klinisch"
"60 - 64",184,"2021-01-12","Klinisch"
"65 - 69",178,"2021-01-12","Klinisch"
"70 - 74",308,"2021-01-12","Klinisch"
"75 - 79",321,"2021-01-12","Klinisch"
"80 - 84",297,"2021-01-12","Klinisch"
"85 - 89",198,"2021-01-12","Klinisch"
">90",95,"2021-01-12","Klinisch"
"<20",27,"2021-01-13","Klinisch"
"20 - 24",9,"2021-01-13","Klinisch"
"25 - 29",18,"2021-01-13","Klinisch"
"30 - 34",20,"2021-01-13","Klinisch"
"35 - 39",24,"2021-01-13","Klinisch"
"40 - 44",24,"2021-01-13","Klinisch"
"45 - 49",60,"2021-01-13","Klinisch"
"50 - 54",94,"2021-01-13","Klinisch"
"55 - 59",114,"2021-01-13","Klinisch"
"60 - 64",178,"2021-01-13","Klinisch"
"65 - 69",185,"2021-01-13","Klinisch"
"70 - 74",299,"2021-01-13","Klinisch"
"75 - 79",318,"2021-01-13","Klinisch"
"80 - 84",303,"2021-01-13","Klinisch"
"85 - 89",181,"2021-01-13","Klinisch"
">90",92,"2021-01-13","Klinisch"
"<20",27,"2021-01-14","Klinisch"
"20 - 24",6,"2021-01-14","Klinisch"
"25 - 29",18,"2021-01-14","Klinisch"
"30 - 34",25,"2021-01-14","Klinisch"
"35 - 39",23,"2021-01-14","Klinisch"
"40 - 44",23,"2021-01-14","Klinisch"
"45 - 49",52,"2021-01-14","Klinisch"
"50 - 54",92,"2021-01-14","Klinisch"
"55 - 59",109,"2021-01-14","Klinisch"
"60 - 64",170,"2021-01-14","Klinisch"
"65 - 69",170,"2021-01-14","Klinisch"
"70 - 74",295,"2021-01-14","Klinisch"
"75 - 79",308,"2021-01-14","Klinisch"
"80 - 84",302,"2021-01-14","Klinisch"
"85 - 89",166,"2021-01-14","Klinisch"
">90",90,"2021-01-14","Klinisch"
"<20",30,"2021-01-15","Klinisch"
"20 - 24",5,"2021-01-15","Klinisch"
"25 - 29",19,"2021-01-15","Klinisch"
"30 - 34",22,"2021-01-15","Klinisch"
"35 - 39",23,"2021-01-15","Klinisch"
"40 - 44",26,"2021-01-15","Klinisch"
"45 - 49",53,"2021-01-15","Klinisch"
"50 - 54",99,"2021-01-15","Klinisch"
"55 - 59",104,"2021-01-15","Klinisch"
"60 - 64",161,"2021-01-15","Klinisch"
"65 - 69",170,"2021-01-15","Klinisch"
"70 - 74",270,"2021-01-15","Klinisch"
"75 - 79",283,"2021-01-15","Klinisch"
